Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
58,Male,Bachelor,Project Manager,24,67781
26,Female,Bachelor,Software Engineer,0,30000
51,Male,Master,Legal Advisor,28,45901
27,Female,Bachelor,Project Manager,0,50000
47,Female,Bachelor,Software Engineer,27,66244
50,Other,PhD,Teacher,19,36861
21,Male,Bachelor,Operations Manager,1,41458
23,Female,Bachelor,Network Engineer,0,25000
21,Male,Bachelor,Graphic Designer,1,20551
57,Male,Bachelor,Teacher,26,33327
35,Female,PhD,HR Manager,3,38594
52,Female,Bachelor,Marketing Manager,13,46505
47,Male,Bachelor,Research Analyst,4,28536
54,Female,Diploma,Electrical Engineer,6,33753
36,Male,Bachelor,Marketing Manager,8,37797
26,Female,Master,Software Engineer,3,31709
41,Female,Bachelor,Financial Analyst,21,51943
40,Female,Bachelor,Teacher,19,37473
47,Male,Bachelor,Operations Manager,2,42415
29,Male,Master,Project Manager,8,59575
45,Male,PhD,Legal Advisor,11,36562
42,Male,Master,Mechanical Engineer,4,29692
21,Male,Bachelor,Content Writer,1,19390
38,Female,Bachelor,Project Manager,6,56177
34,Female,Bachelor,Operations Manager,4,45349
33,Other,Master,Software Engineer,10,36843
55,Female,Master,Marketing Manager,29,54479
52,Female,Bachelor,IT Support Specialist,8,28344
46,Female,Master,Marketing Manager,5,36039
35,Female,Bachelor,Civil Engineer,1,25533
58,Male,Master,Product Manager,14,58345
33,Male,Master,Graphic Designer,6,26338
57,Female,Bachelor,IT Support Specialist,5,26024
53,Male,Bachelor,Sales Executive,13,30008
58,Male,Bachelor,Customer Support,2,16541
23,Male,Bachelor,System Administrator,1,25919
33,Male,High School,Accountant,8,36264
28,Female,Bachelor,Project Manager,6,58047
31,Female,Bachelor,Business Analyst,11,36243
26,Female,Master,Financial Analyst,5,37062
38,Female,Bachelor,Marketing Manager,5,34454
31,Female,Bachelor,Mechanical Engineer,1,25694
37,Other,PhD,HR Manager,7,42775
41,Male,Bachelor,Network Engineer,5,30457
35,Male,Bachelor,Civil Engineer,8,29500
22,Male,Bachelor,Content Writer,1,19066
32,Female,Master,Accountant,12,39454
27,Male,PhD,UI/UX Designer,7,29197
40,Female,High School,Mechanical Engineer,7,34018
51,Female,Bachelor,Civil Engineer,29,55129
34,Male,Bachelor,Mechanical Engineer,13,32798
50,Male,Master,Operations Manager,12,57504
50,Female,Diploma,Operations Manager,25,54780
31,Female,Bachelor,Civil Engineer,1,25557
56,Female,Bachelor,Project Manager,1,51047
27,Male,Bachelor,Teacher,0,20000
23,Female,High School,Electrical Engineer,0,25000
38,Female,Master,System Administrator,15,45218
29,Female,High School,Accountant,1,25583
49,Male,Master,Financial Analyst,27,63079
52,Male,Master,Project Manager,15,66867
38,Female,Bachelor,Graphic Designer,7,27982
31,Male,Bachelor,Research Analyst,0,25000
30,Male,Master,Project Manager,7,57948
21,Male,Master,Electrical Engineer,0,25000
39,Male,Bachelor,Marketing Manager,11,41354
37,Other,Master,Teacher,2,22837
30,Male,Master,HR Manager,8,46746
38,Female,Master,Software Engineer,10,35962
57,Male,Diploma,Data Scientist,22,71491
60,Male,Bachelor,Graphic Designer,17,34636
35,Male,Bachelor,Marketing Manager,8,38125
37,Female,Bachelor,Teacher,3,23828
58,Female,Master,Financial Analyst,31,46733
47,Female,Bachelor,Marketing Manager,5,33865
49,Male,Bachelor,IT Support Specialist,20,32106
47,Female,Bachelor,Content Writer,27,39405
36,Female,Diploma,Software Engineer,11,39276
24,Female,Master,IT Support Specialist,2,21353
60,Male,Master,Software Engineer,39,78084
51,Male,Diploma,IT Support Specialist,13,28084
35,Male,Bachelor,Graphic Designer,5,25373
60,Female,Bachelor,Software Engineer,1,31004
48,Male,Bachelor,Network Engineer,10,30635
58,Male,Bachelor,Project Manager,18,62913
23,Male,Bachelor,System Administrator,2,26255
25,Female,Bachelor,HR Manager,3,37449
31,Male,Bachelor,Operations Manager,8,50801
40,Female,Master,System Administrator,15,46778
33,Other,Bachelor,Data Scientist,10,52404
39,Female,Master,Operations Manager,16,55303
52,Male,Bachelor,HR Manager,12,49654
23,Male,Bachelor,Marketing Manager,2,32137
30,Female,Bachelor,Accountant,4,28644
39,Male,Bachelor,Electrical Engineer,0,25000
42,Female,Bachelor,UI/UX Designer,10,32314
41,Male,Master,Legal Advisor,16,41625
44,Male,Diploma,IT Support Specialist,7,26940
54,Male,Bachelor,Sales Executive,31,57245
35,Male,Diploma,Teacher,9,29279
46,Male,Bachelor,Electrical Engineer,14,43341
26,Male,Bachelor,Business Analyst,2,31106
28,Male,Bachelor,Network Engineer,2,27024
48,Female,Diploma,Network Engineer,20,42470
33,Female,Bachelor,Electrical Engineer,7,31157
33,Female,Master,Accountant,3,27255
44,Other,PhD,HR Manager,19,62395
37,Male,Bachelor,Content Writer,4,23704
22,Other,Master,HR Manager,0,35000
36,Female,Diploma,Legal Advisor,13,45902
41,Female,Master,Sales Executive,19,38555
36,Female,Master,Data Scientist,12,55473
34,Female,Master,Software Engineer,5,32644
38,Male,Diploma,Mechanical Engineer,5,31980
59,Female,Master,Product Manager,38,71329
28,Male,Bachelor,IT Support Specialist,4,25916
57,Male,Bachelor,Legal Advisor,36,77330
55,Male,Master,HR Manager,14,44914
25,Male,Bachelor,Research Analyst,3,28720
55,Male,Bachelor,Mechanical Engineer,23,41083
44,Female,Bachelor,Mechanical Engineer,16,35971
42,Female,Diploma,UI/UX Designer,8,33055
31,Male,Master,System Administrator,8,34680
42,Female,PhD,Legal Advisor,17,51394
33,Female,Bachelor,Product Manager,12,62497
52,Female,Bachelor,System Administrator,20,42525
45,Female,Master,Mechanical Engineer,2,26118
50,Female,Master,Mechanical Engineer,0,25000
55,Female,Master,Network Engineer,26,41121
30,Male,Master,Data Scientist,4,44352
33,Female,Master,Network Engineer,1,26164
52,Male,Bachelor,Project Manager,27,66949
58,Female,Master,HR Manager,0,35000
49,Male,Bachelor,Network Engineer,13,32350
29,Female,Bachelor,Civil Engineer,9,34877
57,Female,Bachelor,UI/UX Designer,21,38982
58,Male,Bachelor,IT Support Specialist,36,49364
56,Male,Master,Mechanical Engineer,20,40809
42,Female,Bachelor,Civil Engineer,0,25000
21,Male,Master,Operations Manager,0,40000
41,Male,Diploma,Mechanical Engineer,11,39477
52,Female,Bachelor,Data Scientist,26,57631
48,Male,Master,Electrical Engineer,15,46910
54,Male,Bachelor,Business Analyst,1,31125
41,Female,Bachelor,Sales Executive,16,37428
42,Female,Master,UI/UX Designer,3,28277
50,Male,Bachelor,Network Engineer,2,26014
49,Male,Master,Civil Engineer,2,26618
47,Female,Master,Sales Executive,26,47990
56,Male,Bachelor,Civil Engineer,1,25845
34,Male,Bachelor,Financial Analyst,10,36711
30,Male,Diploma,Teacher,0,20000
59,Male,Master,Financial Analyst,12,39842
44,Other,Bachelor,System Administrator,19,37786
38,Male,Bachelor,Sales Executive,16,34240
53,Male,Bachelor,Research Analyst,2,27191
58,Male,Bachelor,Mechanical Engineer,17,35428
23,Female,Bachelor,Customer Support,0,15000
41,Male,Bachelor,Financial Analyst,1,30692
38,Male,Bachelor,HR Manager,7,45057
36,Male,Master,Teacher,7,23638
26,Female,Bachelor,System Administrator,6,33690
21,Male,Bachelor,System Administrator,1,25804
59,Male,Master,Business Analyst,31,56990
27,Male,Bachelor,IT Support Specialist,6,27636
30,Female,Master,Teacher,8,30431
54,Other,Bachelor,Research Analyst,13,35927
59,Male,PhD,HR Manager,27,73567
42,Male,Diploma,Content Writer,11,24405
40,Male,Master,Mechanical Engineer,10,37346
46,Female,Master,Content Writer,15,35810
28,Male,Bachelor,Teacher,1,21390
45,Male,Bachelor,Civil Engineer,13,39689
39,Male,Bachelor,Product Manager,9,56282
53,Male,High School,Teacher,23,36470
50,Female,Master,Sales Executive,17,29649
51,Male,Bachelor,Teacher,20,44515
26,Female,Master,Customer Support,0,15000
36,Male,Diploma,Civil Engineer,14,32795
22,Female,Master,Legal Advisor,2,32423
50,Male,Bachelor,IT Support Specialist,15,35433
35,Female,High School,Marketing Manager,7,33813
59,Male,Master,Operations Manager,10,50359
60,Female,PhD,System Administrator,1,25919
60,Female,Master,Teacher,2,21580
31,Male,Bachelor,Data Scientist,8,46746
56,Male,Diploma,Mechanical Engineer,22,54928
37,Male,Master,Network Engineer,13,40349
26,Male,Master,Teacher,2,22837
37,Male,High School,Product Manager,3,53367
54,Female,Bachelor,Customer Support,13,22390
52,Female,Diploma,Project Manager,24,63225
40,Male,Bachelor,Mechanical Engineer,17,47616
47,Female,Bachelor,Financial Analyst,20,54458
52,Female,Master,Research Analyst,22,49524
32,Female,Bachelor,Mechanical Engineer,1,25508
57,Female,Master,Software Engineer,4,35645
43,Female,Master,Civil Engineer,9,37992
33,Female,Bachelor,HR Manager,6,41628
30,Male,PhD,Teacher,1,21097
40,Female,Master,Product Manager,18,59318
35,Male,Diploma,System Administrator,2,27507
53,Male,Bachelor,Product Manager,12,56400
27,Male,Master,Customer Support,5,18306
59,Other,Bachelor,Business Analyst,35,70983
40,Female,Diploma,Mechanical Engineer,4,30050
56,Male,Bachelor,Accountant,24,38861
31,Female,Bachelor,Teacher,5,24734
57,Female,Master,HR Manager,34,68003
45,Female,Bachelor,IT Support Specialist,6,26170
27,Female,Bachelor,Teacher,5,23695
37,Male,High School,System Administrator,17,49071
27,Female,Bachelor,Electrical Engineer,2,26590
39,Male,Bachelor,Content Writer,6,23624
31,Male,Bachelor,Marketing Manager,1,30974
57,Male,Master,Teacher,29,37879
38,Male,Diploma,Project Manager,0,50000
28,Female,Master,Product Manager,5,52538
45,Female,Bachelor,System Administrator,19,44622
49,Female,Master,Customer Support,6,21269
55,Other,Diploma,Electrical Engineer,19,46080
21,Female,Bachelor,Software Engineer,1,30698
59,Male,High School,Software Engineer,34,70809
39,Female,Diploma,Network Engineer,18,41436
46,Female,Diploma,Financial Analyst,12,45276
51,Male,Bachelor,Civil Engineer,20,47261
45,Female,Master,Sales Executive,25,39398
60,Male,Master,UI/UX Designer,12,38746
26,Female,Diploma,Network Engineer,2,27964
39,Male,Master,Accountant,5,32229
38,Female,Bachelor,Software Engineer,7,39903
22,Female,Diploma,HR Manager,1,36001
38,Female,Bachelor,Accountant,7,31759
52,Female,High School,Project Manager,19,74187
24,Female,High School,Financial Analyst,2,31265
41,Female,Bachelor,Financial Analyst,2,32240
33,Male,Master,Marketing Manager,0,30000
36,Male,Master,Software Engineer,13,48205
58,Female,Bachelor,Legal Advisor,3,31517
57,Male,Bachelor,Operations Manager,29,68638
27,Female,Bachelor,UI/UX Designer,4,28298
29,Other,Master,Electrical Engineer,7,34957
30,Male,Bachelor,Civil Engineer,1,26160
56,Male,Bachelor,Business Analyst,36,70374
33,Male,Master,Mechanical Engineer,0,25000
22,Male,Master,Research Analyst,0,25000
31,Male,Master,UI/UX Designer,6,33052
47,Female,Bachelor,Financial Analyst,6,38010
23,Female,Bachelor,Sales Executive,1,20671
35,Male,Bachelor,Electrical Engineer,4,30723
45,Female,High School,Software Engineer,18,44641
37,Male,Diploma,HR Manager,1,36418
51,Male,Master,Customer Support,28,29026
59,Female,Bachelor,Financial Analyst,27,62136
43,Female,Diploma,Financial Analyst,18,53981
53,Male,Bachelor,Product Manager,5,53781
47,Female,Master,Product Manager,6,57789
42,Female,Bachelor,Customer Support,4,17016
52,Male,PhD,Project Manager,15,63065
23,Male,Master,Software Engineer,1,31364
41,Female,Bachelor,Customer Support,5,20188
59,Male,Master,Business Analyst,34,58660
39,Other,Master,System Administrator,10,36962
36,Male,Bachelor,Network Engineer,12,38742
58,Female,Bachelor,Legal Advisor,15,40414
29,Male,Bachelor,Content Writer,6,25440
26,Female,Master,UI/UX Designer,6,29179
32,Female,Master,Legal Advisor,10,36264
58,Female,PhD,Civil Engineer,14,35743
33,Male,Bachelor,Software Engineer,0,30000
34,Male,Diploma,Mechanical Engineer,3,29026
38,Female,High School,Data Scientist,7,46149
53,Male,Bachelor,Mechanical Engineer,8,31854
42,Male,Bachelor,Project Manager,2,52981
43,Female,Bachelor,Project Manager,16,65847
25,Male,Bachelor,Software Engineer,0,30000
23,Female,Master,Financial Analyst,2,32376
54,Male,Bachelor,Content Writer,9,29385
53,Male,Bachelor,Sales Executive,21,40878
59,Male,Master,Data Scientist,37,72091
56,Male,Master,Sales Executive,29,58186
42,Male,Master,Customer Support,16,30726
38,Female,Diploma,Product Manager,18,72765
25,Male,Bachelor,IT Support Specialist,4,25722
41,Female,Bachelor,Sales Executive,18,34933
26,Female,Bachelor,IT Support Specialist,0,20000
51,Female,Master,Software Engineer,6,38593
30,Female,Bachelor,Financial Analyst,10,44074
48,Male,Master,Financial Analyst,5,35210
26,Male,Bachelor,Software Engineer,4,35007
32,Male,Bachelor,Network Engineer,6,33503
47,Other,Bachelor,Financial Analyst,22,47740
26,Male,Master,Customer Support,1,15876
34,Female,Bachelor,Sales Executive,1,20668
26,Female,Bachelor,Customer Support,4,19394
30,Male,Bachelor,UI/UX Designer,2,27767
36,Male,Master,Content Writer,16,39487
57,Male,Master,Data Scientist,18,53061
50,Female,Bachelor,Marketing Manager,0,30000
34,Male,Bachelor,Mechanical Engineer,1,25831
23,Male,PhD,Mechanical Engineer,0,25000
51,Male,Bachelor,Software Engineer,6,35245
50,Male,Bachelor,Research Analyst,30,61679
48,Male,Master,Research Analyst,7,31715
29,Male,Diploma,Civil Engineer,3,26799
55,Male,High School,Network Engineer,26,38710
59,Male,Bachelor,Civil Engineer,26,43271
41,Other,Master,Customer Support,8,24443
26,Other,Master,Customer Support,5,17648
22,Female,Diploma,Data Scientist,0,40000
30,Female,Bachelor,Project Manager,1,50740
35,Female,Bachelor,Marketing Manager,15,46539
43,Male,Bachelor,Teacher,3,23094
37,Male,Bachelor,Network Engineer,1,25682
37,Female,Bachelor,Project Manager,17,62484
46,Male,Diploma,Operations Manager,5,47070
55,Male,Master,Network Engineer,4,30520
30,Female,PhD,HR Manager,4,37277
32,Other,High School,Content Writer,5,23432
26,Male,Diploma,UI/UX Designer,3,29172
41,Female,Diploma,Network Engineer,1,26494
57,Female,Master,Legal Advisor,12,41021
25,Male,Bachelor,Mechanical Engineer,2,26536
25,Other,Diploma,IT Support Specialist,4,22496
25,Male,Bachelor,UI/UX Designer,3,28324
55,Female,Master,IT Support Specialist,17,33261
59,Female,Diploma,Project Manager,19,63578
46,Other,Bachelor,Data Scientist,6,44824
31,Female,PhD,Customer Support,6,22276
56,Female,Bachelor,Graphic Designer,19,31370
28,Male,Bachelor,Customer Support,4,17612
54,Male,Bachelor,Civil Engineer,28,52061
35,Male,High School,Business Analyst,1,31067
46,Female,Master,System Administrator,18,40194
39,Female,Bachelor,HR Manager,12,50836
21,Female,Bachelor,Legal Advisor,0,30000
42,Male,Master,Data Scientist,14,49824
52,Male,Diploma,Customer Support,15,27770
27,Female,Diploma,Business Analyst,1,31214
52,Female,Bachelor,Research Analyst,22,47448
43,Male,Bachelor,Customer Support,17,29480
58,Male,Bachelor,Electrical Engineer,15,35416
55,Female,Master,Content Writer,12,28968
31,Female,Diploma,IT Support Specialist,11,30318
36,Male,Diploma,Teacher,5,23700
25,Male,Diploma,System Administrator,3,27256
59,Other,Bachelor,Sales Executive,35,42595
29,Female,Bachelor,Sales Executive,7,25326
55,Male,Bachelor,System Administrator,13,38630
49,Male,Bachelor,Product Manager,1,51357
22,Other,Bachelor,Product Manager,0,50000
57,Male,Bachelor,Operations Manager,28,60979
52,Male,Master,Data Scientist,30,74615
23,Female,Diploma,Software Engineer,0,30000
22,Male,Bachelor,Research Analyst,1,25600
55,Male,Bachelor,Operations Manager,30,66387
39,Female,Master,Software Engineer,11,42770
46,Female,Bachelor,Customer Support,6,21826
54,Female,Bachelor,HR Manager,16,44987
34,Female,Bachelor,System Administrator,6,33970
48,Male,Master,System Administrator,5,28740
55,Female,Master,Civil Engineer,19,37254
46,Female,High School,Sales Executive,9,24798
35,Male,Master,Teacher,7,27612
21,Female,PhD,Research Analyst,0,25000
43,Male,Master,Software Engineer,1,30894
59,Female,Bachelor,Business Analyst,2,31920
36,Male,Bachelor,HR Manager,3,38156
60,Female,Bachelor,Teacher,6,24291
30,Male,Master,Mechanical Engineer,9,30769
24,Male,High School,Accountant,4,29445
23,Male,Bachelor,Research Analyst,2,27875
35,Female,Master,Marketing Manager,15,42807
30,Male,Bachelor,Business Analyst,1,31112
59,Female,High School,Software Engineer,8,35487
40,Male,Bachelor,System Administrator,4,28804
25,Female,Master,Electrical Engineer,5,29487
51,Male,Master,Civil Engineer,4,27059
46,Male,Bachelor,Software Engineer,21,50656
46,Male,Bachelor,Accountant,1,25561
38,Male,Bachelor,Electrical Engineer,0,25000
44,Male,Master,Civil Engineer,13,41590
40,Female,Bachelor,Mechanical Engineer,15,34145
33,Male,High School,UI/UX Designer,7,30227
27,Male,Diploma,Software Engineer,4,34866
25,Male,Bachelor,Graphic Designer,3,22601
51,Male,Bachelor,Business Analyst,26,47530
50,Female,Bachelor,Research Analyst,6,30723
50,Female,Master,Marketing Manager,25,46223
44,Female,Bachelor,Marketing Manager,13,41050
41,Female,Diploma,Product Manager,5,56763
38,Female,PhD,Product Manager,12,59821
29,Female,Master,Legal Advisor,3,34414
33,Other,Bachelor,IT Support Specialist,12,30862
60,Male,Bachelor,Customer Support,36,38954
60,Male,Master,Electrical Engineer,40,54330
31,Male,Master,Teacher,6,24312
36,Female,Bachelor,Graphic Designer,13,34133
57,Male,Bachelor,System Administrator,31,42765
22,Male,Bachelor,Civil Engineer,1,25894
42,Female,High School,Content Writer,17,38322
33,Female,Bachelor,IT Support Specialist,7,23794
27,Male,Diploma,Software Engineer,2,31604
30,Male,PhD,Legal Advisor,0,30000
36,Female,Bachelor,Legal Advisor,10,40492
54,Male,PhD,Civil Engineer,5,29530
55,Male,Master,Network Engineer,26,44309
43,Female,Bachelor,Teacher,10,32836
51,Female,Bachelor,Operations Manager,8,46869
32,Male,Master,Research Analyst,2,27377
58,Male,Bachelor,Research Analyst,25,47261
44,Female,Bachelor,Research Analyst,11,31249
37,Other,Master,Operations Manager,14,60737
50,Female,Master,System Administrator,1,25936
42,Male,Bachelor,Financial Analyst,4,32985
41,Male,Bachelor,HR Manager,19,59334
28,Male,Bachelor,Project Manager,3,52795
29,Male,Bachelor,Accountant,4,28722
29,Male,Master,Electrical Engineer,1,25827
26,Male,Master,Accountant,0,25000
43,Female,Bachelor,Network Engineer,6,32607
41,Male,Diploma,Mechanical Engineer,10,33777
48,Male,Bachelor,Accountant,16,43997
33,Other,Master,Teacher,2,22130
53,Other,Bachelor,Operations Manager,17,60663
21,Male,Master,Mechanical Engineer,0,25000
50,Male,Diploma,Civil Engineer,22,54934
35,Female,Diploma,Operations Manager,14,47314
27,Female,Bachelor,Legal Advisor,4,33508
38,Female,Master,Civil Engineer,9,31134
22,Male,PhD,Accountant,0,25000
55,Male,Master,Project Manager,19,70576
59,Male,Bachelor,Data Scientist,34,67154
